fru_id, fru, category, handshape, thumb, index, 
1D800 𝠀 Hand-Fist Index  
1D801 𝠁 Hand-Circle Index  
1D802 𝠂 Hand-Cup Index  
1D803 𝠃 Hand-Oval Index  
1D804 𝠄 Hand-Hinge Index  
1D805 𝠅 Hand-Angle Index  
1D806 𝠆 Hand-Fist Index Bent  
1D807 𝠇 Hand-Circle Index Bent  
1D808 𝠈 Hand-Fist Thumb Under Index Bent  
1D809 𝠉 Hand-Fist Index Raised Knuckle  
1D80A 𝠊 Hand-Fist Index Cupped  
1D80B 𝠋 Hand-Fist Index Hinged  
1D80C 𝠌 Hand-Fist Index Hinged Low  
1D80D 𝠍 Hand-Circle Index Hinge
1D80E 𝠎 Hand-Fist Index Middle  
1D80F 𝠏 Hand-Circle Index Middle  
1D810 𝠐 Hand-Fist Index Middle Bent  
1D811 𝠑 Hand-Fist Index Middle Raised Knuckles  
1D812 𝠒 Hand-Fist Index Middle Hinged  
1D813 𝠓 Hand-Fist Index Up Middle Hinged  
1D814 𝠔 Hand-Fist Index Hinged Middle Up  
1D815 𝠕 Hand-Fist Index Middle Conjoined  
1D816 𝠖 Hand-Fist Index Middle Conjoined Index Bent  
1D817 𝠗 Hand-Fist Index Middle Conjoined Middle Bent  
1D818 𝠘 Hand-Fist Index Middle Conjoined Cupped  
1D819 𝠙 Hand-Fist Index Middle Conjoined Hinged  
1D81A 𝠚 Hand-Fist Index Middle Crossed  
1D81B 𝠛 Hand-Circle Index Middle Crossed  
1D81C 𝠜 Hand-Fist Middle Bent Over Index  
1D81D 𝠝 Hand-Fist Index Bent Over Middle 
1D81E 𝠞 Hand-Fist Index Middle Thumb  
1D81F 𝠟 Hand-Circle Index Middle Thumb  
1D820 𝠠 Hand-Fist Index Middle Straight Thumb Bent  
1D821 𝠡 Hand-Fist Index Middle Bent Thumb Straight  
1D822 𝠢 Hand-Fist Index Middle Thumb Bent  
1D823 𝠣 Hand-Fist Index Middle Hinged Spread Thumb Side  
1D824 𝠤 Hand-Fist Index Up Middle Hinged Thumb Side  
1D825 𝠥 Hand-Fist Index Up Middle Hinged Thumb Conjoined  
1D826 𝠦 Hand-Fist Index Hinged Middle Up Thumb Side  
1D827 𝠧 Hand-Fist Index Middle Up Spread Thumb Forward  
1D828 𝠨 Hand-Fist Index Middle Thumb Cupped  
1D829 𝠩 Hand-Fist Index Middle Thumb Circled  
1D82A 𝠪 Hand-Fist Index Middle Thumb Hooked  
1D82B 𝠫 Hand-Fist Index Middle Thumb Hinged  
1D82C 𝠬 Hand-Fist Thumb Between Index Middle Straight  
1D82D 𝠭 Hand-Fist Index Middle Conjoined Thumb Side  
1D82E 𝠮 Hand-Fist Index Middle Conjoined Thumb Side Conjoined  
1D82F 𝠯 Hand-Fist Index Middle Conjoined Thumb Side Bent  
1D830 𝠰 Hand-Fist Middle Thumb Hooked Index Up  
1D831 𝠱 Hand-Fist Index Thumb Hooked Middle Up  
1D832 𝠲 Hand-Fist Index Middle Conjoined Hinged Thumb Side  
1D833 𝠳 Hand-Fist Index Middle Crossed Thumb Side  
1D834 𝠴 Hand-Fist Index Middle Conjoined Thumb Forward  
1D835 𝠵 Hand-Fist Index Middle Conjoined Cupped Thumb Forward  
1D836 𝠶 Hand-Fist Middle Thumb Cupped Index Up  
1D837 𝠷 Hand-Fist Index Thumb Cupped Middle Up  
1D838 𝠸 Hand-Fist Middle Thumb Circled Index Up  
1D839 𝠹 Hand-Fist Middle Thumb Circled Index Hinged  
1D83A 𝠺 Hand-Fist Index Thumb Angled Out Middle Up  
1D83B 𝠻 Hand-Fist Index Thumb Angled In Middle Up  
1D83C 𝠼 Hand-Fist Index Thumb Circled Middle Up  
1D83D 𝠽 Hand-Fist Index Middle Thumb Conjoined Hinged  
1D83E 𝠾 Hand-Fist Index Middle Thumb Angled Out  
1D83F 𝠿 Hand-Fist Index Middle Thumb Angled  
1D840 𝡀 Hand-Fist Middle Thumb Angled Out Index Up  
1D841 𝡁 Hand-Fist Middle Thumb Angled Out Index Crossed  
1D842 𝡂 Hand-Fist Middle Thumb Angled Index Up  
1D843 𝡃 Hand-Fist Index Thumb Hooked Middle Hinged
1D844 𝡄 Hand-Flat Four Fingers  
1D845 𝡅 Hand-Flat Four Fingers Bent  
1D846 𝡆 Hand-Flat Four Fingers Hinged  
1D847 𝡇 Hand-Flat Four Fingers Conjoined  
1D848 𝡈 Hand-Flat Four Fingers Conjoined Split  
1D849 𝡉 Hand-Claw Four Fingers Conjoined  
1D84A 𝡊 Hand-Fist Four Fingers Conjoined Bent  
1D84B 𝡋 Hand-Hinge Four Fingers Conjoined 
1D84C 𝡌 Hand-Flat Five Fingers Spread  
1D84D 𝡍 Hand-Flat Heel Five Fingers Spread  
1D84E 𝡎 Hand-Flat Five Fingers Spread Four Bent  
1D84F 𝡏 Hand-Flat Heel Five Fingers Spread Four Bent  
1D850 𝡐 Hand-Flat Five Fingers Spread Bent  
1D851 𝡑 Hand-Flat Heel Five Fingers Spread Bent  
1D852 𝡒 Hand-Flat Five Fingers Spread Thumb Forward  
1D853 𝡓 Hand-Cup Five Fingers Spread  
1D854 𝡔 Hand-Cup Five Fingers Spread Open  
1D855 𝡕 Hand-Hinge Five Fingers Spread Open  
1D856 𝡖 Hand-Oval Five Fingers Spread  
1D857 𝡗 Hand-Flat Five Fingers Spread Hinged  
1D858 𝡘 Hand-Flat Five Fingers Spread Hinged Thumb Side  
1D859 𝡙 Hand-Flat Five Fingers Spread Hinged No Thumb  
1D85A 𝡚 Hand-Flat  
1D85B 𝡛 Hand-Flat Between Palm Facings  
1D85C 𝡜 Hand-Flat Heel  
1D85D 𝡝 Hand-Flat Thumb Side  
1D85E 𝡞 Hand-Flat Heel Thumb Side  
1D85F 𝡟 Hand-Flat Thumb Bent  
1D860 𝡠 Hand-Flat Thumb Forward  
1D861 𝡡 Hand-Flat Split Index Thumb Side  
1D862 𝡢 Hand-Flat Split Centre  
1D863 𝡣 Hand-Flat Split Centre Thumb Side  
1D864 𝡤 Hand-Flat Split Centre Thumb Side Bent  
1D865 𝡥 Hand-Flat Split Little  
1D866 𝡦 Hand-Claw  
